run_id,document,document_line,required_saved_information,inventory_status,evidence_locations_json,boundary
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,162,split_ids,candidate_metadata_present,"[{""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.18.train"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.18.test"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.19.train"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.19.test"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.20.train"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.20.test"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}]","Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,163,subject_ids,candidate_metadata_present,"[{""file"": ""feature_bank_electrode_shift_audited_final_20260915__run_manifest.json"", ""json_path"": ""$.subjects"", ""sha256"": ""6c6983e38687bc49fadc39fa6a72a73d3c057fc611e4d3d8d87b748fea439004"", ""explicit_null"": false}]","Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,164,session_ids,not_located,[],"Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,165,force_labels,not_located,[],"Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,166,trial_ids,candidate_metadata_present,"[{""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.18.train"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.18.test"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.19.train"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.19.test"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.20.train"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_final_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.20.test"", ""sha256"": ""9400705ab68734a6c68b8c1d6713a8e885a8be79e66419c15806b963c73813d3"", ""explicit_null"": false}]","Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,167,preprocessing_config,not_located,[],"Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,168,random_seeds,candidate_metadata_present,"[{""file"": ""feature_bank_electrode_shift_audited_final_20260915__run_manifest.json"", ""json_path"": ""$.seed"", ""sha256"": ""6c6983e38687bc49fadc39fa6a72a73d3c057fc611e4d3d8d87b748fea439004"", ""explicit_null"": false}]","Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,169,feature_config,not_located,[],"Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_final_20260915,docx_goal.txt,170,model_hyperparameters,not_located,[],"Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_validation_20260915,docx_goal.txt,162,split_ids,candidate_metadata_present,"[{""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.15.train"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.15.validation"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.16.train"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.16.validation"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.17.train"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.17.validation"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}]","Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_validation_20260915,docx_goal.txt,163,subject_ids,candidate_metadata_present,"[{""file"": ""feature_bank_electrode_shift_audited_validation_20260915__run_manifest.json"", ""json_path"": ""$.subjects"", ""sha256"": ""b8bf9ebacae4e768e4ea5196624abd0d6101654ef6192e5eb6055b8bb3360c6a"", ""explicit_null"": false}]","Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_validation_20260915,docx_goal.txt,164,session_ids,not_located,[],"Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_validation_20260915,docx_goal.txt,165,force_labels,not_located,[],"Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
feature_bank_electrode_shift_audited_validation_20260915,docx_goal.txt,166,trial_ids,candidate_metadata_present,"[{""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.15.train"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.15.validation"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.16.train"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.16.validation"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.17.train"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}, {""file"": ""feature_bank_electrode_shift_audited_validation_20260915__subject_split_trial_ids.json"", ""json_path"": ""$.17.validation"", ""sha256"": ""64db997ea72ddcaf6ef7d5a165f2f32960ae72a2132cf1e55ae1cd3a86d95402"", ""explicit_null"": false}]","Candidate metadata locations only: aliases may denote different semantics. Null requires capability justification; presence does not establish correctness, source-only fitting, complete configuration or executable reproduction."
